Palavra           ----TAMANHO
reciprocation/M     ----15
sacrifice/MDoSG     ----15
rubber-stamp/DG     ----15
spermatophyte/M     ----15
statistician/SM     ----15
steppingstone/S     ----15
stereography/MW     ----15
stipulate/DnSNG     ----15
stockbreeder/MS     ----15
radiotherapy/SM     ----15
storm-signal/MS     ----15
subcomponent/SM     ----15
subscribe/cDAGS     ----15
subtract/DRvGSV     ----15
accompany/L3DSG     ----15
accommodation/M     ----15
supernatural/YP     ----15
supernumerary/S     ----15
swashbuckler/SM     ----15
Aberdeenshire/M     ----15
tangibility/IMS     ----15
academicianship     ----15
televangelism/S     ----15
thermometer/SMW     ----15
thirty-second/S     ----15
thoroughfare/MS     ----15
retrogradations     ----15
thunderstorm/MS     ----15
resuscitation/M     ----15
traffic-calming     ----15
train-spotter/M     ----15
restaurateur/MS     ----15
transcriptional     ----15
responsible/IPY     ----15
abolitionism/SM     ----15
transistor/Q8SM     ----15
translucency/SM     ----15
rationality's/I     ----15
transpire/nNSDG     ----15
transvestite/SM     ----15
turbocharger/MS     ----15
Wolverhampton/M     ----15
unconsciousness     ----15
Weltevredenpark     ----15
unmistakeable/Y     ----15
vaporize/nRNDSG     ----15
variability/SIM     ----15
vaudevillian/MS     ----15
violoncellist/S     ----15
vivisection/M3S     ----15
water-resistant     ----15
well-structured     ----15
well-thought-of     ----15
what's-its-name     ----15
whimsicality/MS     ----15
Vanriebeeckshof     ----15
repeatability/M     ----15
reminiscence/MS     ----15
greengrocer/MSZ     ----15
yellowhammer/MS     ----15
rejuvenate/DGNSn     ----16
light-headedness     ----16
reproach/7jD6GkS     ----16
licentiousness/S     ----16
wicket-keeper/MS     ----16
weatherproof/DGS     ----16
retrospection/MS     ----16
legitimatise/DSG     ----16
rocking-horse/MS     ----16
labour-intensive     ----16
root-mean-square     ----16
round-shouldered     ----16
labour/khSDRJMiG     ----16
sanctification/M     ----16
jurisdiction/SMo     ----16
quarter-final/SM     ----16
recognise/BRGDSl     ----16
intransigence/MS     ----16
scatterbrain/DSM     ----16
schoolteacher/SM     ----16
scratch/RJSDz2ZG     ----16
pusillanimity/MS     ----16
secretaryship/MS     ----16
vegetarianism/MS     ----16
lubricate/SGnNDV     ----16
internationalist     ----16
punctuate/xSGNDn     ----16
machine/M3NySGnD     ----16
self-examination     ----16
self-improvement     ----16
self-opinionated     ----16
institute/RSxDGV     ----16
infinitesimal/SY     ----16
real/Ttqs9Q83+-Y     ----16
infectiousness/S     ----16
inevitability/MS     ----16
rapprochement/MS     ----16
semi-independent     ----16
vociferate/SGDNn     ----16
individualist/1W     ----16
psychotherapy/SM     ----16
psychophysical/Y     ----16
psychoanalytical     ----16
indeterminacy/SM     ----16
radiochemistry/M     ----16
protest/RSMkNnDG     ----16
simultaneousness     ----16
professorship/SM     ----16
increment/oSMNDG     ----16
quintessential/Y     ----16
incorruptible/SY     ----16
Kalksteenfontein     ----16
prizefight/MGRJS     ----16
state-of-the-art     ----16
incapacitation/M     ----16
bloodthirsty/TPY     ----16
qualification/EM     ----16
regress/NGVvSXuD     ----16
boisterousness/S     ----16
preponderance/MS     ----16
stratigraphy/WMw     ----16
precociousness/S     ----16
implausibility/M     ----16
impassibility/MS     ----16
magniloquence/SM     ----16
substitution/SyM     ----16
poverty-stricken     ----16
successfulness/U     ----16
suffocate/GknDSN     ----16
superabundance/M     ----16
hypersensitive/P     ----16
potentiometer/SM     ----16
bremsstrahlung/M     ----16
hydrogenation/CM     ----16
hydrocephalus/MS     ----16
homosexuality/SM     ----16
psychoneurosis/M     ----16
holograph/DZWGSM     ----16
historicalness/M     ----16
possess/ENKSXGAD     ----16
suspend/DGXRNVvS     ----16
hallucinogenic/S     ----16
gynaecology/wS3M     ----16
gregariousness/S     ----16
tablespoonful/MS     ----16
technology/S3M1w     ----16
victim/Mq9Q8pSs-     ----16
protectionism/MS     ----16
polysyllable/SWM     ----16
terminology/wS1M     ----16
thermodynamic/SY     ----16
transformational     ----16
transit/NXdVvuyx     ----16
prospect/DSMGvuV     ----16
grammaticality's     ----16
generalissimo/SM     ----16
fraternise/RSGDn     ----16
flame-thrower/SM     ----16
fertile/qQs89YP-     ----16
pity/RjSMG7D6pkl     ----16
feather-brain/DM     ----16
fascinate/SGnDkN     ----16
extraterritorial     ----16
typography/1SwWM     ----16
expressibility/I     ----16
expensiveness/IS     ----16
exhibitionism/SM     ----16
exhaustiveness/S     ----16
unidirectional/Y     ----16
excruciate/GkNSD     ----16
propagandist/MSW     ----16
unrepresentative     ----16
exacerbate/NDSGn     ----16
Wellingborough/M     ----16
equivocate/DNGSn     ----16
equivalence/MDSG     ----16
enumerate/GSVDNn     ----16
pharmacopoeia/MS     ----16
enterprise/MRkGS     ----16
encephalopathy/M     ----16
ventriloquism/SM     ----16
ventilate/SVDnGN     ----16
caricature/S3MDG     ----16
caricaturisation     ----16
electrify/RGNnSD     ----16
prognosticator/S     ----16
efflorescence/MS     ----16
effervescence/MS     ----16
effectiveness/SI     ----16
perpetuate/GNSnD     ----16
well-established     ----16
resourcelessness     ----16
percuss/NVvGuSXD     ----16
whistle-blower/S     ----16
responsiveness/U     ----16
earth-shattering     ----16
metamathematical     ----16
Australopithecus     ----16
double-barrelled     ----16
document/RnGDMNS     ----16
Chancellorship/S     ----16
disparage/DLRSGk     ----16
centre/MDRWG3oJS     ----16
dilapidate/NnDSG     ----16
Siphosabadletshe     ----16
George-industria     ----16
paterfamilias/SM     ----16
Schwarzenegger/M     ----16
pardonableness/M     ----16
digestibility/SM     ----16
microcomputer/MS     ----16
diagnostician/MS     ----16
paralyse/RSkhWDG     ----16
desirableness/SM     ----16
parallelogram/MS     ----16
derogate/DVGySNn     ----16
Stoke-on-Trent/M     ----16
cheer/62pSZjzDRG     ----16
palaeographer/MS     ----16
under-investment     ----16
Translate.org.za     ----16
chemiluminescent     ----16
paediatrician/MS     ----16
accelerometer/SM     ----16
accentuate/SDNnG     ----16
demonstrative/UY     ----16
unconscionable/Y     ----16
accomplish/DRLGS     ----16
decorticate/NSGD     ----16
predicate/GNVDnS     ----16
administration/M     ----16
adulterate/DNGnS     ----16
advantageously/E     ----16
affiliate/nEGDSN     ----16
air/2mTJSDpZMRzG     ----16
air-conditioning     ----16
decelerate/NDnSG     ----16
osteoarthritis/M     ----16
Worcestershire/M     ----16
orthogonal/qQ8-Y     ----16
practicality/MIS     ----16
practicability/I     ----16
ornithology/w3SM     ----16
death-warrant/SM     ----16
organizational/S     ----16
anthropometric/S     ----16
micromanage/LSGD     ----16
custodianship/MS     ----16
anti-abortionist     ----16
applicability/MI     ----16
asseverate/GSDNn     ----16
atmosphere/DMSW1     ----16
attentiveness/IS     ----16
polyelectrolytes     ----16
attractiveness/U     ----16
authenticator/MS     ----16
background/DRSMG     ----16
beautification/M     ----16
oceanography/MWS     ----16
belligerence/MSZ     ----16
cumbersomeness/S     ----16
bifurcate/DNYnSG     ----16
vaingloriousness     ----16
obligate/xnDyNSG     ----16
blood/hSZpi2GMDz     ----16
boardinghouse/MS     ----16
bob-sleigh/RSMDG     ----16
bowdlerize/SNDnG     ----16
breath/RGD7MpJSZ     ----16
broken-hearted/Y     ----16
abbreviate/nDGNS     ----16
north-north-east     ----16
calculability/IM     ----16
craftsmanship/SM     ----16
non-observance/S     ----16
courageousness/S     ----16
non-governmental     ----16
transportation/M     ----16
chronology/31SMw     ----16
circuitousness/S     ----16
circumcise/SDGNX     ----16
non-commercial/S     ----16
circumference/MS     ----16
non-appearance/S     ----16
misconfiguration     ----16
centrifugation/M     ----16
counter-tenor/SM     ----16
misspecification     ----16
changeability/SM     ----16
monopolization/M     ----16
motionlessness/S     ----16
authentication/M     ----16
neutralization/M     ----16
chill/SYRM2PDTGk     ----16
chlorinate/CNDSG     ----16
convincingness/M     ----16
conveyance/RDSMG     ----16
negotiability/SM     ----16
convalescence/SM     ----16
navigate/SNBGxDn     ----16
petrochemical/SM     ----16
cock-of-the-rock     ----16
rubberneck/MGRSD     ----16
cock-of-the-walk     ----16
mountaineering/M     ----16
cold-shouldering     ----16
collaboration/3M     ----16
collapsibility/M     ----16
comprehensibly/I     ----16
perspicacious/YP     ----16
cock-of-the-wood     ----16
contagiousness/S     ----16
auspiciousness/I     ----16
muddleheadedness     ----16
multifunction/oD     ----16
perpendicular/YS     ----16
permeability/ISM     ----16
confectionery/SM     ----16
configuration/AM     ----16
congratulation/M     ----16
congregate/NSGnD     ----16
concertmaster/MS     ----16
conscientious/PY     ----16
compress/hXxvbNV     ----16
consideration/SA     ----16
consiprationally     ----16
comprehensive/PS     ----16
constellation/MS     ----16
colloquialism/SM     ----16
constitution/ASM     ----16
tortoiseshell/SM     ----16
commercial/-qQ8S     ----16
colonize/CGADSnN     ----16
contraception/MS     ----16
contrast/kDSZGvV     ----16
monosyllable/MWS     ----16
monopole/Qs-8Z3S     ----16
topography/W1MwS     ----16
controvertible/I     ----16
passionflower/MS     ----16
conventionally/U     ----16
copyright/7DRMSG     ----16
modern/qQs-8T9PY     ----16
multiplication/M     ----16
comfortability/S     ----16
mobile/ItQ8s9+-q     ----16
countenance/DGMS     ----16
co-respondent/MS     ----16
circumvention/MS     ----16
abstractedness/S     ----16
parasitologist/M     ----16
unpredictability     ----16
tonsillectomy/SM     ----16
chromatograph/WZ     ----16
certify/7nRNSGlD     ----16
courteousness/SE     ----16
commercialism/MS     ----16
criminal/Q-M8YSq     ----16
criminology/w3MS     ----16
centrifuge/MNGDS     ----16
censoriousness/S     ----16
curvaceousness/S     ----16
palliate/SGnNVDv     ----16
curvilinearity/M     ----16
catastrophe/MW1S     ----16
canon/M1Q38-SwWq     ----16
Olievenhoutbosch     ----16
Bamare-a-phogole     ----16
camouflage/DRMGS     ----16
calligraphy/3SWM     ----16
calculation/aMSA     ----16
cabinetmaking/MS     ----16
demi-mondaine/MS     ----16
demisemiquaver/S     ----16
businessperson/S     ----16
overcomplicate/D     ----16
microchemistry/M     ----16
compensation/cMS     ----16
denigrate/VSDnGN     ----16
densitometer/MSW     ----16
Oudekraalfontein     ----16
denuclearize/SDG     ----16
deoxyribonucleic     ----16
methodology/MS1w     ----16
blackguard/DMGYS     ----16
dermatology/3SMw     ----16
organize/ESGANnD     ----16
desalinate/NSGnD     ----16
metallurgy/W1wMS     ----16
opportunist/MW1S     ----16
mesdemoiselles/M     ----16
destruct/bGDVvSu     ----16
bitter-sweetness     ----16
complementary/SP     ----16
complicate/hDiGS     ----16
memory/s8Q9Mq-oS     ----16
omnivorousness/S     ----16
terror/q98Qs3M-S     ----16
bigheartedness/S     ----16
distribution/ASM     ----16
measure/LSphDGlM     ----16
compulsiveness/S     ----16
meaningfulness/S     ----16
conceivability/I     ----16
beautify/RWNnSGD     ----16
Pietermaritzburg     ----16
bargain-basement     ----16
effortlessness/S     ----16
obsequiousness/S     ----16
eigenfunction/MS     ----16
auspiciousnesses     ----16
electrocution/MS     ----16
auscultate/GNSDn     ----16
marketability/MS     ----16
tantalum/Qs8M-9q     ----16
Port-au-Prince/M     ----16
electrolyse/DGSW     ----16
arterioscleroses     ----16
schizophrenic/YS     ----16
north-Eastward/S     ----16
arithmetician/MS     ----16
electrotype/DGSM     ----16
architecture/oMS     ----16
nonconformity/SM     ----16
non-vocational/Y     ----16
antilogarithm/MS     ----16
non-transferable     ----16
enforce/BLSbDhGR     ----16
anticommunist/MS     ----16
mangold-wurzel/S     ----16
anti-Americanism     ----16
non-returnable/S     ----16
environmentalist     ----16
epistemology/M1w     ----16
equilibrate/DSNG     ----16
acceptableness/S     ----16
ethnocentrism/SM     ----16
conflagration/MS     ----16
newsworthiness/S     ----16
ethnomethodology     ----16
machine-readable     ----16
exonerate/DnVSNG     ----16
administratrix/M     ----16
activate/CnIANGD     ----16
accept/lRVBGkhSD     ----16
conglomeration/M     ----16
lugubriousness/S     ----16
abstemiousness/S     ----16
unaccountability     ----16
Schweizer-reneke     ----16
Hartebeesfontein     ----16
consanguineous/Y     ----16
falsifiability/M     ----16
fifth-generation     ----16
non-linearity/SM     ----16
flabbergast/GkDS     ----16
flammability/ISM     ----16
non-interference     ----16
swizzle-stick/SM     ----16
flavour/MJRDpS6G     ----16
long-suffering/Y     ----16
formation/CMI4SF     ----16
non-equivalent/S     ----16
forthrightness/S     ----16
Ntabengadlinkomo     ----16
non-disciplinary     ----16
non-departmental     ----16
liquidize/RSNDnG     ----16
Northumberland/M     ----16
non-constructive     ----16
Fort-de-France/M     ----16
geomorphology/wM     ----16
supportability/M     ----16
glass-blowing/SM     ----16
non-carbohydrate     ----16
light-hearted/PY     ----16
granddaughter/SM     ----16
grandfather/MdYS     ----16
Cambridgeshire/M     ----16
liberalization/M     ----16
Bronkhorstspruit     ----16
wrong-headedness     ----16
acclimatise/ADGS     ----16
constipate/SnDGN     ----16
vulnerability/IS     ----16
constructibility     ----16
headmastership/M     ----16
hemisphere/MwDSW     ----16
heterogeneity/SM     ----16
constructions/AC     ----16
histochemistry/M     ----16
ventriloquist/MS     ----16
neuropsychiatric     ----16
neuropathology/M     ----16
up-to-the-minute     ----16
horticulture/3MS     ----16
human/sQ389YPq-S     ----16
humiliate/DGNnkS     ----16
neoclassicism/SM     ----16
humourlessness/S     ----16
non-belligerency     ----16
translate/gGNDnS     ----16
transfer/7RSMGgD     ----16
transcendental/3     ----16
non-combatant/SM     ----16
synchronizer/CSM     ----16
impressionable/P     ----16
improvisation/Mo     ----16
self-consistency     ----16
inconvenience/GD     ----16
symptomatology/M     ----16
incorrigible/PSY     ----16
symmetry/1S8QwMW     ----16
support/RkBDVGvS     ----16
superscription/M     ----16
continuousness/E     ----16
contradiction/SM     ----16
non-communicable     ----16
indoctrination/M     ----16
contrapositive/S     ----16
industrialised/U     ----16
self-righteous/Y     ----16
industrialism/MS     ----16
supercharge/DRGS     ----16
superannuation/M     ----16
initialise/AnDSG     ----16
controversial/UY     ----16
insatiability/MS     ----16
stretchability/M     ----16
stratification/M     ----16
non-conservative     ----16
conversational/3     ----16
suggestibility/M     ----16
intermediation/M     ----16
intermodulate/DS     ----16
south-Westerly/S     ----16
soft-heartedness     ----16
small-mindedness     ----16
side-stroke/MGDS     ----16
sensitize/CGNnDS     ----16
semiconductor/SM     ----16
interruptibility     ----16
introspective/YP     ----16
self-sufficiency     ----16
jollification/MS     ----16
jurisprudence/MS     ----16
self-destruction     ----16
self-deprecating     ----16
justifiability/M     ----16
self-conscious/Y     ----16
non-contributing     ----16
selenographer/MS     ----16
